lat,lon,ttMoho,ttMohostd,dvMoho,dvMohostd,breadthMoho,typeMoho,ttLAB,ttLABstd,ampLAB,ampLABstd,breadthLAB,typeLAB
42.25,-118.25,10.0206,0.80852,0.0682817,0.0298249,1,Ps,10.7813,0.128051,0.0425527,0.00225352,45,Sp
42.5,-118.25,9.52446,0.633515,0.0945355,0.0344134,1,Ps,10.6741,0.288486,0.0451887,0.00194909,38.6995567273056,Sp
42.75,-118.25,9.08938,0.644708,0.10753,0.00812987,1,Ps,10.2218,0.223549,0.0467984,0.000964864,35.3698405432212,Sp
43,-118.25,9.5832,0.50725,0.12183,0.0504854,1,Ps,9.88821,0.1908,0.044322,0.00251386,29.8199504100706,Sp
43.25,-118.25,9.69861,0.377106,0.156834,0.0800769,1,Ps,9.74775,0.253472,0.0413343,0.00408416,23.699549858854,Sp
43.5,-118.25,9.68166,0.308273,0.157559,0.084833,1,Ps,9.72291,0.283881,0.0384011,0.00512431,26.9501064326236,Sp
43.75,-118.25,9.74129,0.369701,0.138312,0.0832497,1,Ps,9.77813,0.187639,0.0349041,0.00367741,19.7993438620584,Sp
44,-118.25,9.73159,0.434019,0.133606,0.081046,1,Ps,9.94758,0.530762,0.0335959,0.00238304,27.3102056124825,Sp
44.25,-118.25,9.69309,0.312477,0.132436,0.0776265,1,Ps,11.3039,0.685901,0.0314355,0.00154059,45.3698405432212,Sp
44.5,-118.25,9.62027,0.431084,0.115047,0.0643415,1,Ps,11.5425,0.405952,0.0309803,0.00195417,32.9598687724117,Sp
44.75,-118.25,9.81159,0.493635,0.0921484,0.0506292,1,Ps,10.9796,0.156298,0.0347045,0.00387629,35.3698405432212,Sp
45,-118.25,10.249,0.430112,0.0855812,0.0532604,1,Ps,10.863,0.124672,0.0384866,0.00236673,28.9902376602119,Sp
33,-118,6.94785,0.35404,0.128882,0.0378159,1,Ps,12.4733,0.127216,0.0410579,0.00574401,24.3499553645234,Sp
33.25,-118,6.9567,0.303714,0.10713,0.0339837,1,Ps,12.4777,0.159899,0.0330833,0.00445039,32.1299687190051,Sp
